16:15:08 [Safezone] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4205.099609, 12.819210, 4140.800781>) Entered the safezone
16:15:53 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4413.271484, 1.415250, 4188.024414>) used the  ExpansionCarKey to unlock a ExpansionUtilityBoat
16:16:46 [VehicleCarKey] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM= pos=<4413.369629, 1.415240, 4187.586914>) used the  ExpansionCarKey to lock a ExpansionUtilityBoat
16:18:40 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_amd x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:18:40 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_amd x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1000.
16:18:43 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_ak47tactical x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:18:43 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_ak47tactical x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 2200.
16:19:03 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_asval x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:03 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_asval x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 2100.
16:19:08 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_fnf2000 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:08 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_fnf2000 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1600.
16:19:11 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_fnfnc x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:11 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_fnfnc x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 900.
16:19:14 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_fnfal x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:14 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_fnfal x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1800.
16:19:24 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to sell twp_sks x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:24 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has sold twp_sks x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1200.
16:19:56 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:56 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:19:58 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:58 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:19:59 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:19:59 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:00 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:20:00 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:01 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:20:01 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:01 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:20:02 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:04 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:20:04 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:06 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has send a requested to purchase twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:20:06 [Market] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has bought twp_ammobox_50bmg_10rnd x1 from the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1100.
16:20:16 [MissionAirdrop] An airdrop is heading towards "Osternach" (pos=<3924.000000, 0.000000, 2662.000000> type=Random_Osternach) with a ExpansionAirdropContainer_Military
16:20:16 [MissionAirdrop] An airdrop is heading towards "Gollenhausen" (pos=<8957.000000, 0.000000, 8931.000000> type=Random_Gollenhausen) with a ExpansionAirdropContainer_Military
16:20:30 [ATM Locker] Player "P@lko2265" (id=iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=) has deposited 40500 on his ATM account.
16:24:43 [VehicleCarKey] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU= pos=<4461.308594, 4.702856, 3089.510742>) used the  ExpansionCarKey to unlock a ExpansionUAZ
16:28:02 [Safezone] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU= pos=<4368.961914, 5.121229, 4058.404541>) Entered the safezone
16:28:43 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_uzi x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:43 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_uzi x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 900.
16:28:44 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_umpprimalsaber x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:44 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_umpprimalsaber x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 520.
16:28:46 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_airbow x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:46 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_airbow x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1000.
16:28:48 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_kar98 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:48 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_kar98 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 700.
16:28:49 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_marlin x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:49 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_marlin x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1500.
16:28:49 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_mosinnagant x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:50 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_mosinnagant x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 860.
16:28:55 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:28:55 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold mosin9130 x1 at the trader "Weapons (Denis [#STR_EXPANSION_MARKET_TRADER_WEAPONS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 830.
16:29:07 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_ak9_mag_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:07 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_ak9_mag_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 235.
16:29:09 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_famasspecialops_mag_40rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:09 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_famasspecialops_mag_40rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 420.
16:29:10 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_r700_mag_10rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:10 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_r700_mag_10rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 90.
16:29:16 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell huntingoptic x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:16 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold huntingoptic x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 220.
16:29:21 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell mag_aug_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:21 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold mag_aug_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 40.
16:29:21 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell mag_aug_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:21 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold mag_aug_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 80.
16:29:59 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_optic_aimdot x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:29:59 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_optic_aimdot x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 525.
16:30:05 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has send a requested to sell twp_m107_mag_15rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
16:30:05 [Market] Player "Hemi" (id=J56CBd6WRzt5c58nX9b986Cp2niBSm4n26sMa8FuFaU=) has sold twp_m107_mag_15rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 90.
